  In (55,11), the ground is expected to be light grey, but it is white.
  In (55,16), the ground is expected to be light grey, but it is white.
  In (55,18), the ground is expected to be light grey, but it is white.
  In (55,23), the ground is expected to be light grey, but it is white.
  In (55,25), the ground is expected to be light grey, but it is white.
  In (55,30), the ground is expected to be light grey, but it is white.
  In (55,32), the ground is expected to be light grey, but it is white.
  In (55,37), the ground is expected to be light grey, but it is white.
  In (55,41), the ground is expected to be white, but it is light grey.
  In (55,44), the ground is expected to be light grey, but it is white.
  In (55,46), the ground is expected to be light grey, but it is white.
  In (55,48), the ground is expected to be white, but it is light grey.
  In (55,50), the ground is expected to be white, but it is light grey.
  In (55,51), the ground is expected to be light grey, but it is white.
  In (55,52), the ground is expected to be white, but it is light grey.
  In (55,55), the ground is expected to be white, but it is light grey.
  In (55,57), the ground is expected to be white, but it is light grey.
  In (55,58), the ground is expected to be light grey, but it is white.
  In (55,60), the ground is expected to be light grey, but it is white.
  In (56,0), the ground is expected to be white, but it is light grey.
  In (56,9), the ground is expected to be light grey, but it is white.
  In (56,11), the ground is expected to be light grey, but it is white.
  In (56,16), the ground is expected to be light grey, but it is white.
  In (56,18), the ground is expected to be light grey, but it is white.
  In (56,23), the ground is expected to be light grey, but it is white.
  In (56,25), the ground is expected to be light grey, but it is white.
  In (56,30), the ground is expected to be light grey, but it is white.
  In (56,32), the ground is expected to be light grey, but it is white.
  In (56,37), the ground is expected to be light grey, but it is white.
  In (56,41), the ground is expected to be white, but it is light grey.
  In (56,44), the ground is expected to be light grey, but it is white.
  In (56,46), the ground is expected to be light grey, but it is white.
  In (56,49), the ground is expected to be white, but it is light grey.
  In (56,53), the ground is expected to be light grey, but it is white.
  In (56,54), the ground is expected to be white, but it is light grey.
  In (56,56), the ground is expected to be white, but it is light grey.
  In (56,58), the ground is expected to be light grey, but it is white.
  In (56,60), the ground is expected to be light grey, but it is white.
  In (57,1), the ground is expected to be white, but it is light grey.
  In (57,10), the ground is expected to be light grey, but it is white.
  In (57,17), the ground is expected to be light grey, but it is white.
  In (57,24), the ground is expected to be light grey, but it is white.
  In (57,31), the ground is expected to be light grey, but it is white.
  In (57,40), the ground is expected to be white, but it is light grey.
  In (57,42), the ground is expected to be white, but it is light grey.
  In (57,45), the ground is expected to be light grey, but it is white.
  In (57,48), the ground is expected to be white, but it is light grey.
  In (57,49), the ground is expected to be white, but it is light grey.
  In (57,50), the ground is expected to be white, but it is light grey.
  In (57,51), the ground is expected to be white, but it is light grey.
  In (57,59), the ground is expected to be light grey, but it is white.
  In (58,2), the ground is expected to be white, but it is light grey.
  In (58,4), the ground is expected to be white, but it is light grey.
  In (58,6), the ground is expected to be light grey, but it is white.
  In (58,7), the ground is expected to be light grey, but it is white.
  In (58,13), the ground is expected to be light grey, but it is white.
  In (58,14), the ground is expected to be light grey, but it is white.
  In (58,20), the ground is expected to be light grey, but it is white.
  In (58,21), the ground is expected to be light grey, but it is white.
  In (58,27), the ground is expected to be light grey, but it is white.
  In (58,28), the ground is expected to be light grey, but it is white.
  In (58,34), the ground is expected to be light grey, but it is white.
  In (58,35), the ground is expected to be light grey, but it is white.
  In (58,39), the ground is expected to be white, but it is light grey.
  In (58,42), the ground is expected to be light grey, but it is white.
  In (58,50), the ground is expected to be white, but it is light grey.
  In (58,51), the ground is expected to be white, but it is light grey.
  In (58,52), the ground is expected to be white, but it is light grey.
  In (58,55), the ground is expected to be light grey, but it is white.
  In (58,56), the ground is expected to be light grey, but it is white.
  In (58,62), the ground is expected to be light grey, but it is white.
  In (59,3), the ground is expected to be white, but it is light grey.
  In (59,5), the ground is expected to be light grey, but it is white.
  In (59,8), the ground is expected to be light grey, but it is white.
  In (59,12), the ground is expected to be light grey, but it is white.
  In (59,15), the ground is expected to be light grey, but it is white.
  In (59,19), the ground is expected to be light grey, but it is white.
  In (59,22), the ground is expected to be light grey, but it is white.
  In (59,26), the ground is expected to be light grey, but it is white.
  In (59,29), the ground is expected to be light grey, but it is white.
  In (59,33), the ground is expected to be light grey, but it is white.
  In (59,36), the ground is expected to be light grey, but it is white.
  In (59,38), the ground is expected to be white, but it is light grey.
  In (59,42), the ground is expected to be white, but it is light grey.
  In (59,43), the ground is expected to be light grey, but it is white.
  In (59,47), the ground is expected to be light grey, but it is white.
  In (59,49), the ground is expected to be white, but it is light grey.
  In (59,50), the ground is expected to be light grey, but it is white.
  In (59,51), the ground is expected to be white, but it is light grey.
  In (59,54), the ground is expected to be light grey, but it is white.
  In (59,57), the ground is expected to be light grey, but it is white.
  In (59,61), the ground is expected to be light grey, but it is white.
  In (60,0), the ground is expected to be light grey, but it is white.
  In (60,6), the ground is expected to be light grey, but it is white.
  In (60,7), the ground is expected to be light grey, but it is white.
  In (60,13), the ground is expected to be light grey, but it is white.
  In (60,14), the ground is expected to be light grey, but it is white.
  In (60,20), the ground is expected to be light grey, but it is white.
  In (60,21), the ground is expected to be light grey, but it is white.
  In (60,27), the ground is expected to be light grey, but it is white.
  In (60,28), the ground is expected to be light grey, but it is white.
  In (60,34), the ground is expected to be light grey, but it is white.
  In (60,35), the ground is expected to be light grey, but it is white.
  In (60,39), the ground is expected to be white, but it is light grey.
  In (60,42), the ground is expected to be light grey, but it is white.
  In (60,49), the ground is expected to be light grey, but it is white.
  In (60,50), the ground is expected to be white, but it is light grey.
  In (60,52), the ground is expected to be white, but it is light grey.
  In (60,55), the ground is expected to be light grey, but it is white.
  In (60,56), the ground is expected to be light grey, but it is white.
  In (60,59), the ground is expected to be white, but it is light grey.
  In (60,61), the ground is expected to be white, but it is light grey.
  In (60,62), the ground is expected to be light grey, but it is white.
  In (61,3), the ground is expected to be light grey, but it is white.
  In (61,10), the ground is expected to be light grey, but it is white.
  In (61,17), the ground is expected to be light grey, but it is white.
  In (61,24), the ground is expected to be light grey, but it is white.
  In (61,31), the ground is expected to be light grey, but it is white.
  In (61,38), the ground is expected to be light grey, but it is white.
  In (61,39), the ground is expected to be white, but it is light grey.
  In (61,41), the ground is expected to be white, but it is light grey.
  In (61,45), the ground is expected to be light grey, but it is white.
  In (61,49), the ground is expected to be white, but it is light grey.
  In (61,51), the ground is expected to be white, but it is light grey.
  In (61,52), the ground is expected to be light grey, but it is white.
  In (61,58), the ground is expected to be white, but it is light grey.
  In (61,59), the ground is expected to be light grey, but it is white.
  In (61,60), the ground is expected to be white, but it is light grey.
  In (61,62), the ground is expected to be white, but it is light grey.
  In (62,2), the ground is expected to be light grey, but it is white.
  In (62,4), the ground is expected to be light grey, but it is white.
  In (62,9), the ground is expected to be light grey, but it is white.
  In (62,11), the ground is expected to be light grey, but it is white.
  In (62,16), the ground is expected to be light grey, but it is white.
  In (62,18), the ground is expected to be light grey, but it is white.
  In (62,23), the ground is expected to be light grey, but it is white.
  In (62,25), the ground is expected to be light grey, but it is white.
  In (62,30), the ground is expected to be light grey, but it is white.
  In (62,32), the ground is expected to be light grey, but it is white.
  In (62,37), the ground is expected to be light grey, but it is white.
  In (62,38), the ground is expected to be white, but it is light grey.
  In (62,39), the ground is expected to be light grey, but it is white.
  In (62,40), the ground is expected to be white, but it is light grey.
  In (62,42), the ground is expected to be white, but it is light grey.
  In (62,44), the ground is expected to be light grey, but it is white.
  In (62,46), the ground is expected to be light grey, but it is white.
  In (62,48), the ground is expected to be white, but it is light grey.
  In (62,49), the ground is expected to be white, but it is light grey.
  In (62,50), the ground is expected to be white, but it is light grey.
  In (62,52), the ground is expected to be white, but it is light grey.
  In (62,53), the ground is expected to be light grey, but it is white.
  In (62,58), the ground is expected to be light grey, but it is white.
  In (62,59), the ground is expected to be white, but it is light grey.
  In (62,60), the ground is expected to be light grey, but it is white.
  In (62,61), the ground is expected to be white, but it is light grey.
  Something is wrong about buggle 'Picasso':
    Its position is (18,32); expected: (0,62).

